year,state_po,party,candidatevotes
2000,MT,democrat,2672
2000,MT,republican,1493
2000,MT,democrat,256
2000,MT,republican,1061
2000,MT,democrat,1352
2000,MT,republican,4353
2000,MT,democrat,8329
2000,MT,republican,22519
2000,MT,democrat,10009
2000,MT,republican,18833
2000,MT,democrat,61
2000,MT,republican,651
2000,MT,democrat,2211
2000,MT,republican,1709
2000,MT,democrat,88
2000,MT,republican,405
2000,MT,democrat,295
2000,MT,republican,1181
2000,MT,democrat,2760
2000,MT,republican,3392
2000,MT,democrat,1513
2000,MT,republican,3308
2000,MT,democrat,278
2000,MT,republican,1057
2000,MT,democrat,3884
2000,MT,republican,6441
2000,MT,democrat,9982
2000,MT,republican,15091
2000,MT,democrat,243
2000,MT,republican,752
2000,MT,democrat,1629
2000,MT,republican,5578
2000,MT,democrat,267
2000,MT,republican,827
2000,MT,democrat,758
2000,MT,republican,2656
2000,MT,democrat,176
2000,MT,republican,698
2000,MT,democrat,382
2000,MT,republican,1078
2000,MT,democrat,17241
2000,MT,republican,21474
2000,MT,democrat,512
2000,MT,republican,1582
2000,MT,democrat,2154
2000,MT,republican,4523
2000,MT,democrat,36
2000,MT,republican,254
2000,MT,democrat,423
2000,MT,republican,1727
2000,MT,democrat,792
2000,MT,republican,1948
2000,MT,democrat,115
2000,MT,republican,860
2000,MT,democrat,638
2000,MT,republican,1971
2000,MT,democrat,164
2000,MT,republican,541
2000,MT,democrat,4451
2000,MT,republican,11241
2000,MT,democrat,1018
2000,MT,republican,2858
2000,MT,democrat,2059
2000,MT,republican,1605
2000,MT,democrat,1394
2000,MT,republican,1826
2000,MT,democrat,1165
2000,MT,republican,3144
2000,MT,democrat,702
2000,MT,republican,1176
2000,MT,democrat,8967
2000,MT,republican,6299
2000,MT,democrat,925
2000,MT,republican,2765
2000,MT,democrat,305
2000,MT,republican,1450
2000,MT,democrat,847
2000,MT,republican,2294
2000,MT,democrat,630
2000,MT,republican,1639
2000,MT,democrat,106
2000,MT,republican,344
2000,MT,democrat,1273
2000,MT,republican,2500
2000,MT,democrat,243
2000,MT,republican,708
2000,MT,democrat,121
2000,MT,republican,369
2000,MT,democrat,20370
2000,MT,republican,33922
2000,NE,democrat,3686
2000,NE,republican,8162
2000,NE,democrat,678
2000,NE,republican,2562
2000,NE,democrat,26
2000,NE,republican,235
2000,NE,democrat,65
2000,NE,republican,390
2000,NE,democrat,43
2000,NE,republican,299
2000,NE,democrat,575
2000,NE,republican,2196
2000,NE,democrat,1614
2000,NE,republican,3208
2000,NE,democrat,265
2000,NE,republican,931
2000,NE,democrat,250
2000,NE,republican,1375
2000,NE,democrat,3927
2000,NE,republican,11931
2000,NE,democrat,1223
2000,NE,republican,2056
2000,NE,democrat,1028
2000,NE,republican,2638
2000,NE,democrat,3656
2000,NE,republican,6144
2000,NE,democrat,1062
2000,NE,republican,2989
2000,NE,democrat,306
2000,NE,republican,1505
2000,NE,democrat,446
2000,NE,republican,2322
2000,NE,democrat,844
2000,NE,republican,3207
2000,NE,democrat,774
2000,NE,republican,2326
2000,NE,democrat,863
2000,NE,republican,2338
2000,NE,democrat,857
2000,NE,republican,3232
2000,NE,democrat,976
2000,NE,republican,4245
2000,NE,democrat,2695
2000,NE,republican,3119
2000,NE,democrat,823
2000,NE,republican,2549
2000,NE,democrat,1740
2000,NE,republican,5511
2000,NE,democrat,213
2000,NE,republican,783
2000,NE,democrat,820
2000,NE,republican,1834
2000,NE,democrat,5021
2000,NE,republican,8871
2000,NE,democrat,73347
2000,NE,republican,101025
2000,NE,democrat,179
2000,NE,republican,801
2000,NE,democrat,848
2000,NE,republican,2024
2000,NE,democrat,420
2000,NE,republican,1196
2000,NE,democrat,244
2000,NE,republican,1102
2000,NE,democrat,534
2000,NE,republican,1849
2000,NE,democrat,3516
2000,NE,republican,5538
2000,NE,democrat,203
2000,NE,republican,963
2000,NE,democrat,202
2000,NE,republican,718
2000,NE,democrat,228
2000,NE,republican,757
2000,NE,democrat,49
2000,NE,republican,324
2000,NE,democrat,416
2000,NE,republican,839
2000,NE,democrat,5952
2000,NE,republican,11803
2000,NE,democrat,1066
2000,NE,republican,3251
2000,NE,democrat,438
2000,NE,republican,1358
2000,NE,democrat,66
2000,NE,republican,486
2000,NE,democrat,312
2000,NE,republican,1126
2000,NE,democrat,846
2000,NE,republican,3954
2000,NE,democrat,74
2000,NE,republican,317
2000,NE,democrat,955
2000,NE,republican,1760
2000,NE,democrat,1361
2000,NE,republican,2351
2000,NE,democrat,794
2000,NE,republican,1210
2000,NE,democrat,680
2000,NE,republican,2333
2000,NE,democrat,778
2000,NE,republican,2953
2000,NE,democrat,78
2000,NE,republican,422
2000,NE,democrat,379
2000,NE,republican,1379
2000,NE,democrat,1037
2000,NE,republican,2784
2000,NE,democrat,44650
2000,NE,republican,55514
2000,NE,democrat,5205
2000,NE,republican,9220
2000,NE,democrat,60
2000,NE,republican,336
2000,NE,democrat,84
2000,NE,republican,284
2000,NE,democrat,48
2000,NE,republican,244
2000,NE,democrat,2772
2000,NE,republican,9636
2000,NE,democrat,848
2000,NE,republican,2380
2000,NE,democrat,460
2000,NE,republican,1597
2000,NE,democrat,497
2000,NE,republican,1105
2000,NE,democrat,1063
2000,NE,republican,2177
2000,NE,democrat,644
2000,NE,republican,1701
2000,NE,democrat,2208
2000,NE,republican,4178
2000,NE,democrat,522
2000,NE,republican,937
2000,NE,democrat,243
2000,NE,republican,1170
2000,NE,democrat,934
2000,NE,republican,3575
2000,NE,democrat,570
2000,NE,republican,2534
2000,NE,democrat,2612
2000,NE,republican,9861
2000,NE,democrat,610
2000,NE,republican,1925
2000,NE,democrat,1188
2000,NE,republican,3680
2000,NE,democrat,1382
2000,NE,republican,2623
2000,NE,democrat,141
2000,NE,republican,725
2000,NE,democrat,2321
2000,NE,republican,2581
2000,NE,democrat,14637
2000,NE,republican,28979
2000,NE,democrat,2852
2000,NE,republican,5688
2000,NE,democrat,3937
2000,NE,republican,9397
2000,NE,democrat,2250
2000,NE,republican,4457
2000,NE,democrat,392
2000,NE,republican,2105
2000,NE,democrat,564
2000,NE,republican,1072
2000,NE,democrat,98
2000,NE,republican,629
2000,NE,democrat,500
2000,NE,republican,1895
2000,NE,democrat,821
2000,NE,republican,2096
2000,NE,democrat,55
2000,NE,republican,329
2000,NE,democrat,924
2000,NE,republican,1040
2000,NE,democrat,583
2000,NE,republican,1610
2000,NE,democrat,2550
2000,NE,republican,5758
2000,NE,democrat,1001
2000,NE,republican,2774
2000,NE,democrat,584
2000,NE,republican,1302
2000,NE,democrat,85
2000,NE,republican,351
2000,NE,democrat,1407
2000,NE,republican,4816
2000,NV,democrat,2191
2000,NV,republican,6237
2000,NV,democrat,196100
2000,NV,republican,170932
2000,NV,democrat,5837
2000,NV,republican,11193
2000,NV,democrat,2542
2000,NV,republican,11025
2000,NV,democrat,116
2000,NV,republican,333
2000,NV,democrat,150
2000,NV,republican,632
2000,NV,democrat,1128
2000,NV,republican,3638
2000,NV,democrat,395
2000,NV,republican,1619
2000,NV,democrat,461
2000,NV,republican,1372
2000,NV,democrat,3955
2000,NV,republican,7270
2000,NV,democrat,916
2000,NV,republican,1227
2000,NV,democrat,4525
2000,NV,republican,6904
2000,NV,democrat,476
2000,NV,republican,1221
2000,NV,democrat,666
2000,NV,republican,1014
2000,NV,democrat,52097
2000,NV,republican,63640
2000,NV,democrat,1069
2000,NV,republican,2234
2000,NV,democrat,7354
2000,NV,republican,11084
2000,NH,democrat,10719
2000,NH,republican,14799
2000,NH,democrat,9852
2000,NH,republican,12597
2000,NH,democrat,17382
2000,NH,republican,13793
2000,NH,democrat,6570
2000,NH,republican,7329
2000,NH,democrat,18326
2000,NH,republican,18092
2000,NH,democrat,77625
2000,NH,republican,80649
2000,NH,democrat,30622
2000,NH,republican,30028
2000,NH,democrat,61628
2000,NH,republican,65860
2000,NH,democrat,25400
2000,NH,republican,21108
2000,NH,democrat,8224
2000,NH,republican,9304
2000,NJ,democrat,52880
2000,NJ,republican,35593
2000,NJ,democrat,202682
2000,NJ,republican,152731
2000,NJ,democrat,99506
2000,NJ,republican,72254
2000,NJ,democrat,127166
2000,NJ,republican,62464
2000,NJ,democrat,22189
2000,NJ,republican,23794
2000,NJ,democrat,28188
2000,NJ,republican,18882
2000,NJ,democrat,185505
2000,NJ,republican,66842
2000,NJ,democrat,61095
2000,NJ,republican,42315
2000,NJ,democrat,118206
2000,NJ,republican,43804
2000,NJ,democrat,21387
2000,NJ,republican,32210
2000,NJ,democrat,83256
2000,NJ,republican,46670
2000,NJ,democrat,154998
2000,NJ,republican,93545
2000,NJ,democrat,131476
2000,NJ,republican,119291
2000,NJ,democrat,88039
2000,NJ,republican,111066
2000,NJ,democrat,102104
2000,NJ,republican,105684
2000,NJ,democrat,90324
2000,NJ,republican,61043
2000,NJ,democrat,13718
2000,NJ,republican,12257
2000,NJ,democrat,56232
2000,NJ,republican,59725
2000,NJ,democrat,21353
2000,NJ,republican,33277
2000,NJ,democrat,112003
2000,NJ,republican,68554
2000,NJ,democrat,16543
2000,NJ,republican,22172
2000,NM,democrat,99461
2000,NM,republican,95249
2000,NM,democrat,353
2000,NM,republican,1273
2000,NM,democrat,6340
2000,NM,republican,11378
2000,NM,democrat,4127
2000,NM,republican,2752
2000,NM,democrat,2653
2000,NM,republican,2600
2000,NM,democrat,3471
2000,NM,republican,8301
2000,NM,democrat,349
2000,NM,republican,612
2000,NM,democrat,23912
2000,NM,republican,21263
2000,NM,democrat,7108
2000,NM,republican,10335
2000,NM,democrat,5673
2000,NM,republican,4961
2000,NM,democrat,1076
2000,NM,republican,548
2000,NM,democrat,214
2000,NM,republican,366
2000,NM,democrat,839
2000,NM,republican,954
2000,NM,democrat,3855
2000,NM,republican,10157
2000,NM,democrat,2027
2000,NM,republican,4458
2000,NM,democrat,4149
2000,NM,republican,5623
2000,NM,democrat,2975
2000,NM,republican,3395
2000,NM,democrat,10281
2000,NM,republican,5070
2000,NM,democrat,1456
2000,NM,republican,668
2000,NM,democrat,5465
2000,NM,republican,10258
2000,NM,democrat,1471
2000,NM,republican,2292
2000,NM,democrat,8169
2000,NM,republican,3495
2000,NM,democrat,1762
2000,NM,republican,3762
2000,NM,democrat,14899
2000,NM,republican,15423
2000,NM,democrat,11980
2000,NM,republican,21434
2000,NM,democrat,6540
2000,NM,republican,2215
2000,NM,democrat,32017
2000,NM,republican,13974
2000,NM,democrat,1689
2000,NM,republican,2721
2000,NM,democrat,3294
2000,NM,republican,3173
2000,NM,democrat,7039
2000,NM,republican,2744
2000,NM,democrat,1868
2000,NM,republican,2891
2000,NM,democrat,452
2000,NM,republican,1269
2000,NM,democrat,9819
2000,NM,republican,10803
2000,MO,democrat,NA
2000,MO,republican,NA
2000,NY,democrat,85617
2000,NY,republican,47624
2000,NY,democrat,6336
2000,NY,republican,11436
2000,NY,democrat,265801
2000,NY,republican,36245
2000,NY,democrat,45381
2000,NY,republican,36946
2000,NY,democrat,13697
2000,NY,republican,18382
2000,NY,democrat,17031
2000,NY,republican,14988
2000,NY,democrat,27016
2000,NY,republican,29064
2000,NY,democrat,17424
2000,NY,republican,18779
2000,NY,democrat,9112
2000,NY,republican,10033
2000,NY,democrat,15542
2000,NY,republican,13274
2000,NY,democrat,13489
2000,NY,republican,13153
2000,NY,democrat,9691
2000,NY,republican,9857
2000,NY,democrat,8450
2000,NY,republican,10662
2000,NY,democrat,52390
2000,NY,republican,52669
2000,NY,democrat,240176
2000,NY,republican,160176
2000,NY,democrat,7927
2000,NY,republican,8822
2000,NY,democrat,8870
2000,NY,republican,7643
2000,NY,democrat,9314
2000,NY,republican,11434
2000,NY,democrat,10191
2000,NY,republican,14459
2000,NY,democrat,8480
2000,NY,republican,11332
2000,NY,democrat,1114
2000,NY,republican,2388
2000,NY,democrat,12224
2000,NY,republican,14147
2000,NY,democrat,16799
2000,NY,republican,18192
2000,NY,democrat,497468
2000,NY,republican,96605
2000,NY,democrat,4333
2000,NY,republican,6103
2000,NY,democrat,10476
2000,NY,republican,15244
2000,NY,democrat,12017
2000,NY,republican,14879
2000,NY,democrat,161743
2000,NY,republican,141266
2000,NY,democrat,10249
2000,NY,republican,9765
2000,NY,democrat,341610
2000,NY,republican,226954
2000,NY,democrat,449300
2000,NY,republican,79921
2000,NY,democrat,47781
2000,NY,republican,40952
2000,NY,democrat,43933
2000,NY,republican,47603
2000,NY,democrat,109896
2000,NY,republican,83678
2000,NY,democrat,19761
2000,NY,republican,23885
2000,NY,democrat,58170
2000,NY,republican,62852
2000,NY,democrat,5991
2000,NY,republican,9202
2000,NY,democrat,22857
2000,NY,republican,23249
2000,NY,democrat,11460
2000,NY,republican,12219
2000,NY,democrat,18525
2000,NY,republican,21853
2000,NY,democrat,416967
2000,NY,republican,122052
2000,NY,democrat,34808
2000,NY,republican,29562
2000,NY,democrat,73828
2000,NY,republican,63903
2000,NY,democrat,69530
2000,NY,republican,48441
2000,NY,democrat,21386
2000,NY,republican,16449
2000,NY,democrat,43359
2000,NY,republican,46623
2000,NY,democrat,35534
2000,NY,republican,27961
2000,NY,democrat,5390
2000,NY,republican,7459
2000,NY,democrat,3301
2000,NY,republican,4381
2000,NY,democrat,6841
2000,NY,republican,6734
2000,NY,democrat,14600
2000,NY,republican,24200
2000,NY,democrat,306306
2000,NY,republican,240992
2000,NY,democrat,14348
2000,NY,republican,12703
2000,NY,democrat,9170
2000,NY,republican,12239
2000,NY,democrat,21807
2000,NY,republican,13351
2000,NY,democrat,38162
2000,NY,republican,33447
2000,NY,democrat,12193
2000,NY,republican,14993
2000,NY,democrat,9641
2000,NY,republican,12596
2000,NY,democrat,14977
2000,NY,republican,21701
2000,NY,democrat,218010
2000,NY,republican,139278
2000,NY,democrat,5935
2000,NY,republican,10809
2000,NY,democrat,3962
2000,NY,republican,5565
2000,NC,democrat,17459
2000,NC,republican,29305
2000,NC,democrat,4166
2000,NC,republican,9242
2000,NC,democrat,1715
2000,NC,republican,2531
2000,NC,democrat,4792
2000,NC,republican,3161
2000,NC,democrat,4011
2000,NC,republican,6226
2000,NC,democrat,1686
2000,NC,republican,4956
2000,NC,democrat,6634
2000,NC,republican,10531
2000,NC,democrat,4660
2000,NC,republican,2488
2000,NC,democrat,5889
2000,NC,republican,4977
2000,NC,democrat,13118
2000,NC,republican,15427
2000,NC,democrat,38545
2000,NC,republican,46101
2000,NC,democrat,11924
2000,NC,republican,18466
2000,NC,democrat,16284
2000,NC,republican,32704
2000,NC,democrat,8588
2000,NC,republican,17337
2000,NC,democrat,1187
2000,NC,republican,1628
2000,NC,democrat,8839
2000,NC,republican,17381
2000,NC,democrat,4091
2000,NC,republican,4270
2000,NC,democrat,16246
2000,NC,republican,34244
2000,NC,democrat,10461
2000,NC,republican,10248
2000,NC,democrat,3239
2000,NC,republican,6305
2000,NC,democrat,2430
2000,NC,republican,2415
2000,NC,democrat,1361
2000,NC,republican,2416
2000,NC,democrat,13455
2000,NC,republican,19064
2000,NC,democrat,9986
2000,NC,republican,8342
2000,NC,democrat,12213
2000,NC,republican,19494
2000,NC,democrat,38626
2000,NC,republican,38129
2000,NC,democrat,2595
2000,NC,republican,4095
2000,NC,democrat,5589
2000,NC,republican,7301
2000,NC,democrat,16199
2000,NC,republican,35387
2000,NC,democrat,3651
2000,NC,republican,10184
2000,NC,democrat,6475
2000,NC,republican,7840
2000,NC,democrat,53907
2000,NC,republican,30150
2000,NC,democrat,11315
2000,NC,republican,6836
2000,NC,democrat,52457
2000,NC,republican,67700
2000,NC,democrat,7454
2000,NC,republican,8501
2000,NC,democrat,19281
2000,NC,republican,39453
2000,NC,democrat,1944
2000,NC,republican,1480
2000,NC,democrat,1006
2000,NC,republican,2304
2000,NC,democrat,7733
2000,NC,republican,7364
2000,NC,democrat,2478
2000,NC,republican,3353
2000,NC,democrat,80787
2000,NC,republican,84394
2000,NC,democrat,10222
2000,NC,republican,6698
2000,NC,democrat,9155
2000,NC,republican,14762
2000,NC,democrat,9793
2000,NC,republican,12118
2000,NC,democrat,12562
2000,NC,republican,25688
2000,NC,democrat,5484
2000,NC,republican,2382
2000,NC,democrat,5017
2000,NC,republican,3439
2000,NC,democrat,1088
2000,NC,republican,1132
2000,NC,democrat,15434
2000,NC,republican,29853
2000,NC,democrat,5722
2000,NC,republican,6237
2000,NC,democrat,13704
2000,NC,republican,27212
2000,NC,democrat,1822
2000,NC,republican,2114
2000,NC,democrat,6785
2000,NC,republican,9406
2000,NC,democrat,9527
2000,NC,republican,11512
2000,NC,democrat,8412
2000,NC,republican,15951
2000,NC,democrat,4747
2000,NC,republican,9109
2000,NC,democrat,4683
2000,NC,republican,8406
2000,NC,democrat,3505
2000,NC,republican,4676
2000,NC,democrat,4929
2000,NC,republican,4420
2000,NC,democrat,126911
2000,NC,republican,134068
2000,NC,democrat,1535
2000,NC,republican,4984
2000,NC,democrat,3979
2000,NC,republican,4946
2000,NC,democrat,11232
2000,NC,republican,19882
2000,NC,democrat,12376
2000,NC,republican,17995
2000,NC,democrat,29292
2000,NC,republican,36503
2000,NC,democrat,5513
2000,NC,republican,2667
2000,NC,democrat,10269
2000,NC,republican,19657
2000,NC,democrat,30921
2000,NC,republican,17930
2000,NC,democrat,2188
2000,NC,republican,2999
2000,NC,democrat,5874
2000,NC,republican,4943
2000,NC,democrat,6415
2000,NC,republican,7661
2000,NC,democrat,2033
2000,NC,republican,2230
2000,NC,democrat,5042
2000,NC,republican,6722
2000,NC,democrat,19685
2000,NC,republican,23192
2000,NC,democrat,3114
2000,NC,republican,5074
2000,NC,democrat,11366
2000,NC,republican,30959
2000,NC,democrat,7935
2000,NC,republican,6263
2000,NC,democrat,17834
2000,NC,republican,11721
2000,NC,democrat,13260
2000,NC,republican,18979
2000,NC,democrat,14891
2000,NC,republican,28922
2000,NC,democrat,7697
2000,NC,republican,13755
2000,NC,democrat,8768
2000,NC,republican,10410
2000,NC,democrat,5627
2000,NC,republican,3740
2000,NC,democrat,7066
2000,NC,republican,15548
2000,NC,democrat,5030
2000,NC,republican,12028
2000,NC,democrat,7757
2000,NC,republican,15401
2000,NC,democrat,2097
2000,NC,republican,2224
2000,NC,democrat,5044
2000,NC,republican,9011
2000,NC,democrat,849
2000,NC,republican,706
2000,NC,democrat,14890
2000,NC,republican,31876
2000,NC,democrat,7092
2000,NC,republican,5564
2000,NC,democrat,123466
2000,NC,republican,142494
2000,NC,democrat,4576
2000,NC,republican,2202
2000,NC,democrat,2704
2000,NC,republican,2169
2000,NC,democrat,7959
2000,NC,republican,10438
2000,NC,democrat,13005
2000,NC,republican,20758
2000,NC,democrat,7226
2000,NC,republican,16826
2000,NC,democrat,11266
2000,NC,republican,13466
2000,NC,democrat,3127
2000,NC,republican,10435
2000,NC,democrat,3714
2000,NC,republican,4970
2000,ND,democrat,286
2000,ND,republican,826
2000,ND,democrat,1933
2000,ND,republican,3452
2000,ND,democrat,952
2000,ND,republican,1055
2000,ND,democrat,82
2000,ND,republican,394
2000,ND,democrat,1173
2000,ND,republican,2349
2000,ND,democrat,330
2000,ND,republican,1080
2000,ND,democrat,296
2000,ND,republican,698
2000,ND,democrat,9842
2000,ND,republican,22467
2000,ND,democrat,21451
2000,ND,republican,33536
2000,ND,democrat,618
2000,ND,republican,1513
2000,ND,democrat,806
2000,ND,republican,1853
2000,ND,democrat,306
2000,ND,republican,443
2000,ND,democrat,474
2000,ND,republican,1124
2000,ND,democrat,458
2000,ND,republican,703
2000,ND,democrat,405
2000,ND,republican,1430
2000,ND,democrat,474
2000,ND,republican,1172
2000,ND,democrat,156
2000,ND,republican,611
2000,ND,democrat,10593
2000,ND,republican,15875
2000,ND,democrat,235
2000,ND,republican,1077
2000,ND,democrat,484
2000,ND,republican,920
2000,ND,democrat,353
2000,ND,republican,1057
2000,ND,democrat,283
2000,ND,republican,837
2000,ND,democrat,689
2000,ND,republican,1590
2000,ND,democrat,223
2000,ND,republican,812
2000,ND,democrat,888
2000,ND,republican,1682
2000,ND,democrat,350
2000,ND,republican,1178
2000,ND,democrat,653
2000,ND,republican,1634
